Adaptive Defrost,ApplStandard,Brand,CEC_,CompartGrVol,CompartNetVol,CompartType,Configuration,Country,Depth,Designation,FF Vol,FZ Vol,Group,Height,Icemaker,MEPSApproval,Model No,Family Name,N-Standard,Star2009,SRI2009,No_Doors,S-MEPS_Ad,S-MEPScutoff,Sold_in,Submit_ID,SubmitStatus,Tot Vol,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Fixed MEPS allowance factor,Variable MEPS allowance factor,Adjusted volume,Type,Star Rating (old),Star Image Large,Star Image Small,Registration Number
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,321,"84.0,167.0","70.0,161.0","Freezer,Fresh Food",Upright,China,576.0,Refrigerator/Freezer,N/A,N/A,5B,1700.0,No,Labelling and MEPS,CBM25*,CBM25*,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.082371543848,-,0.0,555.1348,"Australia,Fiji,New Zealand",112552,Approved,251.0,540.0,2023-02-22,,Class 6,Available,,,440.0,0.382,301.4,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1396
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,321,"84.0,167.0","70.0,161.0","Freezer,Fresh Food",Upright,China,576.0,Refrigerator/Freezer,N/A,N/A,5B,1700.0,No,Labelling and MEPS,CBM250S,CBM25*,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.082371543848,-,0.0,555.1348,"Australia,Fiji,New Zealand",112552,Approved,251.0,540.0,2023-02-22,,Class 6,Available,,,440.0,0.382,301.4,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1396
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,321,"84.0,167.0","70.0,161.0","Freezer,Fresh Food",Upright,China,576.0,Refrigerator/Freezer,N/A,N/A,5B,1700.0,No,Labelling and MEPS,CBM251W,CBM25*,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.082371543848,-,0.0,555.1348,"Australia,Fiji,New Zealand",112552,Approved,251.0,540.0,2023-02-22,,Class 6,Available,,,440.0,0.382,301.4,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1396
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,265,"64.0,152.0","53.0,148.0","Freezer,Fresh Food",Upright,China,590.0,Refrigerator/Freezer,N/A,N/A,5T,1465.0,No,Labelling and MEPS,CTM21**,CTM21**,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.504088090449,-,0.0,431.6896,"Australia,Fiji,New Zealand",112553,Approved,216.0,545.0,2023-02-21,,Class 5,Available,,,334.0,0.384,254.4,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF1393
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,265,"64.0,152.0","53.0,148.0","Freezer,Fresh Food",Upright,China,590.0,Refrigerator/Freezer,N/A,N/A,5T,1465.0,No,Labelling and MEPS,CTM214B,CTM21**,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.504088090449,-,0.0,431.6896,"Australia,Fiji,New Zealand",112553,Approved,216.0,545.0,2023-02-21,,Class 5,Available,,,334.0,0.384,254.4,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF1393
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,265,"64.0,152.0","53.0,148.0","Freezer,Fresh Food",Upright,China,590.0,Refrigerator/Freezer,N/A,N/A,5T,1465.0,No,Labelling and MEPS,CTM215BP,CTM21**,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.504088090449,-,0.0,431.6896,"Australia,Fiji,New Zealand",112553,Approved,216.0,545.0,2023-02-21,,Class 5,Available,,,334.0,0.384,254.4,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF1393
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,265,"64.0,152.0","53.0,148.0","Freezer,Fresh Food",Upright,China,590.0,Refrigerator/Freezer,N/A,N/A,5T,1465.0,No,Labelling and MEPS,CTM215S,CTM21**,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.504088090449,-,0.0,431.6896,"Australia,Fiji,New Zealand",112553,Approved,216.0,545.0,2023-02-21,,Class 5,Available,,,334.0,0.384,254.4,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF1393
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,265,"64.0,152.0","53.0,148.0","Freezer,Fresh Food",Upright,China,590.0,Refrigerator/Freezer,N/A,N/A,5T,1465.0,No,Labelling and MEPS,CTM216W,CTM21**,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.504088090449,-,0.0,431.6896,"Australia,Fiji,New Zealand",112553,Approved,216.0,545.0,2023-02-21,,Class 5,Available,,,334.0,0.384,254.4,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF1393
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,170,89.0,80.0,Freezer,Upright,China,566.0,Freezer,N/A,N/A,6U,845.0,No,Labelling and MEPS,CSF08***,CSF08***,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.84863718147463,-,0.0,344.1408,"Australia,Fiji,New Zealand",112554,Approved,89.0,545.0,2023-02-22,,Class 9,Available,,,299.0,0.317,142.4,6U,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF1395
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,170,89.0,80.0,Freezer,Upright,China,566.0,Freezer,N/A,N/A,6U,845.0,No,Labelling and MEPS,CSF080DW,CSF08***,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.84863718147463,-,0.0,344.1408,"Australia,Fiji,New Zealand",112554,Approved,89.0,545.0,2023-02-22,,Class 9,Available,,,299.0,0.317,142.4,6U,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF1395
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,170,89.0,80.0,Freezer,Upright,China,566.0,Freezer,N/A,N/A,6U,845.0,No,Labelling and MEPS,CSF089W,CSF08***,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.84863718147463,-,0.0,344.1408,"Australia,Fiji,New Zealand",112554,Approved,89.0,545.0,2023-02-22,,Class 9,Available,,,299.0,0.317,142.4,6U,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF1395
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,CHIQ,170,89.0,80.0,Freezer,Upright,China,566.0,Freezer,N/A,N/A,6U,845.0,No,Labelling and MEPS,CSF089WN,CSF08***,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.84863718147463,-,0.0,344.1408,"Australia,Fiji,New Zealand",112554,Approved,89.0,545.0,2023-02-22,,Class 9,Available,,,299.0,0.317,142.4,6U,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF1395
No,AS/NZS 4474.2:2009/Amdt 1:2011,MIDEA,311,295.0,295.0,Freezer,Chest,China,685.0,Freezer,N/A,N/A,6C,838.0,No,Labelling and MEPS,351300,,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.60306289289403,"1,1",0.0,444.608,New Zealand,112559,Approved,295.0,1120.0,2118-03-27,,Class 8,Unavailable,http://www.midea.com.cn/,,202.0,0.514,472.0,6C,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ZRF0536
No,AS/NZS 4474.2:2009/Amdt 1:2011,MIDEA,590,"235.0,349.0","235.0,349.0","Freezer,Fresh Food",Side by Side,China,681.0,Refrigerator/Freezer,N/A,N/A,5S,1757.0,No,Labelling and MEPS,353584,,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.51202901218785,"1,1",0.0,737.5,New Zealand,112562,Approved,584.0,890.0,2118-03-27,,Class 7,Available,http://www.midea.com.cn/,,607.0,0.18,725.0,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ZRF0548
No,AS/NZS 4474.2:2009/Amdt 1:2011,MIDEA,548,"343.0,101.0","343.0,73.0","Fresh Food,Freezer",Side by Side,China,1090.0,Refrigerator/Freezer,N/A,N/A,5S,1775.0,No,Labelling and MEPS,353545,,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.04151337214871,"1,1",0.0,697.828,New Zealand,112564,Approved,444.0,1405.0,2118-03-27,,Class 7,Unavailable,http://www.midea.com.cn/,,607.0,0.18,504.6,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ZRF0538
No,AS/NZS 4474.2:2009/Amdt 1:2011,MIDEA,333,"137.0,415.0","137.0,398.0","Freezer,Fresh Food",Upright,China,833.0,Refrigerator/Freezer,N/A,N/A,5T,1692.0,No,Labelling and MEPS,352535,,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.36170031403566,"1,1",0.0,571.0048,New Zealand,112565,Approved,552.0,750.0,2118-03-27,,Class 5,Available,http://www.midea.com.cn/,,334.0,0.384,617.2,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ZRF0546
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,SAMSUNG ELECTRONICS,558,"358.0,198.0","357.0,144.0","Fresh Food,Freezer",Side by Side,China,-,Refrigerator/Freezer,N/A,N/A,5S,-,Yes,Labelling and MEPS,SRS556DLS,,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.5735747769849,-,0.0,856.464,"Australia,Fiji,New Zealand",112652,Superseded,556.0,-,2023-02-28,2021-08-17,Class 7,Available,https://www.samsung.com.au,,607.0,0.18,674.8,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1398
No,AS/NZS 4474.2:2009/Amdt 1:2011,Midea,590,"235.0,349.0","183.0,344.0","Freezer,Fresh Food",Side by Side,China,-,Refrigerator/Freezer,N/A,N/A,5S,-,No,Labelling and MEPS,JHSBSINV584SS,,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.51202901218785,-,0.0,737.5,New Zealand,112697,Approved,584.0,-,2118-03-08,,Class 7,Available,,,607.0,0.18,725.0,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ZRF0533
Yes,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Omega,270,239.0,235.0,Fresh Food,Upright,China,580.0,Refrigerator,N/A,N/A,2.0,1430.0,No,Labelling and MEPS,OVFD239,,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.06746167144558,-,0.0,381.851,"Australia,New Zealand",112726,Superseded,239.0,550.0,2023-03-10,2021-08-17,Class 2,Available,,http://www.omegaappliances.com.au,308.0,0.309,239.0,2,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF1403
Yes,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Omega,365,183.0,167.0,Freezer,Upright,China,580.0,Freezer,N/A,N/A,6U,1430.0,No,Labelling and MEPS,OVFZ183,,AS/NZS 4474.1:2007/Amdt 2:2011,2.0,2.10351873728413,-,0.0,391.8176,"Australia,New Zealand",112728,Superseded,183.0,550.0,2023-03-05,2021-08-17,Class 9,Available,,http://www.omegaappliances.com.au,299.0,0.317,292.8,6U,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,ARF1399
Yes,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,FISHER & PAYKEL,313,"186.0,80.0","163.0,62.0","Fresh Food,Freezer",Upright,China,540.0,Refrigerator/Freezer,N/A,N/A,5B,1773.0,No,Labelling and MEPS,RB60V18,,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.25573565554614,-,0.0,587.9454,"Australia,Fiji,New Zealand",112852,Approved,266.0,555.0,2023-05-06,,Class 6,Available,,http://www.fisherpaykel.com,440.0,0.382,314.0,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1400
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Midea,149,268.0,227.0,Fresh Food,Upright,China,1722.0,Refrigerator,N/A,N/A,1.0,632.0,No,Labelling and MEPS,355227,HS-312FWEN,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.47380599927215,-,0.0,391.408,"Australia,Fiji,New Zealand",112874,Approved,268.0,595.0,2023-03-08,,Class 1,Available,,,296.0,0.356,268.0,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1402
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Midea,149,268.0,227.0,Fresh Food,Upright,China,1722.0,Refrigerator,N/A,N/A,1.0,632.0,No,Labelling and MEPS,355228,HS-312FWEN,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.47380599927215,-,0.0,391.408,"Australia,Fiji,New Zealand",112874,Approved,268.0,595.0,2023-03-08,,Class 1,Available,,,296.0,0.356,268.0,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1402
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Midea,149,268.0,227.0,Fresh Food,Upright,China,1722.0,Refrigerator,N/A,N/A,1.0,632.0,No,Labelling and MEPS,HS-312FWEN,HS-312FWEN,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.47380599927215,-,0.0,391.408,"Australia,Fiji,New Zealand",112874,Approved,268.0,595.0,2023-03-08,,Class 1,Available,,,296.0,0.356,268.0,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1402
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Midea,340,268.0,227.0,Freezer,Upright,China,1722.0,Freezer,N/A,N/A,7.0,632.0,No,Labelling and MEPS,355227,HS-312FWEN,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.07747618544579,-,0.0,603.4032,"Australia,Fiji,New Zealand",112886,Approved,268.0,595.0,2023-03-07,,Class 10,Available,,,383.0,0.514,428.8,7,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1401
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Midea,340,268.0,227.0,Freezer,Upright,China,1722.0,Freezer,N/A,N/A,7.0,632.0,No,Labelling and MEPS,355228,HS-312FWEN,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.07747618544579,-,0.0,603.4032,"Australia,Fiji,New Zealand",112886,Approved,268.0,595.0,2023-03-07,,Class 10,Available,,,383.0,0.514,428.8,7,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1401
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Midea,340,268.0,227.0,Freezer,Upright,China,1722.0,Freezer,N/A,N/A,7.0,632.0,No,Labelling and MEPS,HS-312FWEN,HS-312FWEN,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.07747618544579,-,0.0,603.4032,"Australia,Fiji,New Zealand",112886,Approved,268.0,595.0,2023-03-07,,Class 10,Available,,,383.0,0.514,428.8,7,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1401
Yes,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,LG,373,"130.0,297.0","110.0,283.0","Freezer,Fresh Food",Upright,Indonesia,700.0,Refrigerator/Freezer,N/A,N/A,5T,1680.0,No,Labelling and MEPS,GT-427HPLE,,AS/NZS 4474.1:2007/Amdt 2:2011,3.5,3.51499854570826,-,0.0,554.316,"Australia,New Zealand",112939,Superseded,427.0,700.0,2023-03-21,2021-08-17,Class 5,Unavailable,,,334.0,0.384,505.0,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF1408
Yes,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Sub-Zero,646,"593.0,312.0","478.0,244.0","Fresh Food,Freezer",Side by Side,United States of America,610.0,Refrigerator/Freezer,N/A,N/A,5S,2134.0,No,Labelling and MEPS,ICBBI-48SID***,ICBBI-48SID***,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.05491820951857,-,0.0,843.7758,"Australia,New Zealand",112945,Superseded,905.0,1219.0,2023-04-04,2021-08-17,Class 7,Available,https://au.subzero-wolf.com,http://www.subzero.com,607.0,0.18,1092.2,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1404
Yes,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Sub-Zero,646,"593.0,312.0","478.0,244.0","Fresh Food,Freezer",Side by Side,United States of America,610.0,Refrigerator/Freezer,N/A,N/A,5S,2134.0,No,Labelling and MEPS,ICBBI-48SID/O,ICBBI-48SID***,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.05491820951857,-,0.0,843.7758,"Australia,New Zealand",112945,Superseded,905.0,1219.0,2023-04-04,2021-08-17,Class 7,Available,https://au.subzero-wolf.com,http://www.subzero.com,607.0,0.18,1092.2,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1404
Yes,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Sub-Zero,646,"593.0,312.0","478.0,244.0","Fresh Food,Freezer",Side by Side,United States of America,610.0,Refrigerator/Freezer,N/A,N/A,5S,2134.0,No,Labelling and MEPS,ICBBI-48SID/S/CH,ICBBI-48SID***,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.05491820951857,-,0.0,843.7758,"Australia,New Zealand",112945,Superseded,905.0,1219.0,2023-04-04,2021-08-17,Class 7,Available,https://au.subzero-wolf.com,http://www.subzero.com,607.0,0.18,1092.2,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1404
Yes,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Sub-Zero,646,"593.0,312.0","478.0,244.0","Fresh Food,Freezer",Side by Side,United States of America,610.0,Refrigerator/Freezer,N/A,N/A,5S,2134.0,No,Labelling and MEPS,ICBBI-48SID/S/PH,ICBBI-48SID***,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.05491820951857,-,0.0,843.7758,"Australia,New Zealand",112945,Superseded,905.0,1219.0,2023-04-04,2021-08-17,Class 7,Available,https://au.subzero-wolf.com,http://www.subzero.com,607.0,0.18,1092.2,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1404
Yes,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Sub-Zero,646,"593.0,312.0","478.0,244.0","Fresh Food,Freezer",Side by Side,United States of America,610.0,Refrigerator/Freezer,N/A,N/A,5S,2134.0,No,Labelling and MEPS,ICBBI-48SID/S/TH,ICBBI-48SID***,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.05491820951857,-,0.0,843.7758,"Australia,New Zealand",112945,Superseded,905.0,1219.0,2023-04-04,2021-08-17,Class 7,Available,https://au.subzero-wolf.com,http://www.subzero.com,607.0,0.18,1092.2,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1404
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Haier,355,296.0,255.0,Freezer,Upright,China,-,Freezer,N/A,N/A,7.0,-,No,Labelling and MEPS,HVF300WH3,,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.08360693599627,-,0.0,623.9632,"Australia,Fiji,New Zealand",112947,Approved,296.0,-,2023-04-24,,Class 10,Available,,,383.0,0.514,468.8,7,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1419
Yes,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Living & Co.,166,116.1,111.5,Fresh Food,Upright,China,550.0,Refrigerator,N/A,N/A,2.0,840.0,No,Labelling and MEPS,VBF-LC,,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.22213236932827,-,0.0,343.8749,"Australia,New Zealand",112954,Approved,116.1,550.0,2023-03-20,,Class 1,Available,,,308.0,0.309,116.1,2,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1406
