Adaptive Defrost,ApplStandard,Brand,CEC_,CompartGrVol,CompartNetVol,CompartType,Configuration,Country,Depth,Designation,FF Vol,FZ Vol,Group,Height,Icemaker,MEPSApproval,Model No,Family Name,N-Standard,Star2009,SRI2009,No_Doors,S-MEPS_Ad,S-MEPScutoff,Sold_in,Submit_ID,SubmitStatus,Tot Vol,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Fixed MEPS allowance factor,Variable MEPS allowance factor,Adjusted volume,Type,Star Rating (old),Star Image Large,Star Image Small,Registration Number
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,SHARP,473,"345.0,211.0",N/A,"Fresh Food,Freezer",Upright,Thailand,771.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,-,Labelling and MEPS,SJ-XP624FB-BE,SJ-XP624FB,AS/NZS  IEC  62552.3:2018,3.5,3.50713,N/A,N/A,595.744,Australia,128806,Approved,556.0,892.0,2026-08-15,,Class 6,Available,,,348.1,0.3431,721.783,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF1985
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,SHARP,473,"345.0,211.0",N/A,"Fresh Food,Freezer",Upright,Thailand,771.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,-,Labelling and MEPS,SJ-XP624FB-BK,SJ-XP624FB,AS/NZS  IEC  62552.3:2018,3.5,3.50713,N/A,N/A,595.744,Australia,128806,Approved,556.0,892.0,2026-08-15,,Class 6,Available,,,348.1,0.3431,721.783,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF1985
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,SHARP,473,"345.0,211.0",N/A,"Fresh Food,Freezer",Upright,Thailand,771.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,-,Labelling and MEPS,SJ-XP624FB-SL,SJ-XP624FB,AS/NZS  IEC  62552.3:2018,3.5,3.50713,N/A,N/A,595.744,Australia,128806,Approved,556.0,892.0,2026-08-15,,Class 6,Available,,,348.1,0.3431,721.783,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF1985
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,SHARP,473,"345.0,211.0",N/A,"Fresh Food,Freezer",Upright,Thailand,771.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,-,Labelling and MEPS,SJ-XP624FB-SS,SJ-XP624FB,AS/NZS  IEC  62552.3:2018,3.5,3.50713,N/A,N/A,595.744,Australia,128806,Approved,556.0,892.0,2026-08-15,,Class 6,Available,,,348.1,0.3431,721.783,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF1985
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,SHARP,473,"345.0,211.0",N/A,"Fresh Food,Freezer",Upright,Thailand,771.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,-,Labelling and MEPS,SJ-XP624FB-ST,SJ-XP624FB,AS/NZS  IEC  62552.3:2018,3.5,3.50713,N/A,N/A,595.744,Australia,128806,Approved,556.0,892.0,2026-08-15,,Class 6,Available,,,348.1,0.3431,721.783,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF1985
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,SHARP,473,"345.0,211.0",N/A,"Fresh Food,Freezer",Upright,Thailand,771.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,-,Labelling and MEPS,SJ-XP624FB-W,SJ-XP624FB,AS/NZS  IEC  62552.3:2018,3.5,3.50713,N/A,N/A,595.744,Australia,128806,Approved,556.0,892.0,2026-08-15,,Class 6,Available,,,348.1,0.3431,721.783,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF1985
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,SHARP,473,"345.0,211.0",N/A,"Fresh Food,Freezer",Upright,Thailand,771.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,-,Labelling and MEPS,SJ-XP624FB-WH,SJ-XP624FB,AS/NZS  IEC  62552.3:2018,3.5,3.50713,N/A,N/A,595.744,Australia,128806,Approved,556.0,892.0,2026-08-15,,Class 6,Available,,,348.1,0.3431,721.783,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF1985
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Euromaid,249,42.0,39.0,Fresh Food,Upright,China,470.0,Refrigerator,N/A,N/A,2.0,510.0,No,Labelling and MEPS,EBF42W,,AS/NZS 4474.1:2007/Amdt 2:2011,1.0,0.999031270574013,-,0.0,320.978,"Australia,Fiji,New Zealand",128828,Superseded,42.0,440.0,2025-05-14,2021-08-15,Class 2,Available,http://www.homa.cn/,,308.0,0.309,42.0,2,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,ARF1983
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Euromaid,230,82.0,73.0,Freezer,Upright,China,560.0,Freezer,N/A,N/A,6U,850.0,No,Labelling and MEPS,EUFR82W,,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.57150744708172,-,0.0,340.5904,"Australia,Fiji,New Zealand",128845,Superseded,82.0,500.0,2025-05-14,2021-08-15,Class 9,Available,http://www.homa.cn/,,299.0,0.317,131.2,6U,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1981
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Euromaid,242,246.0,240.0,Fresh Food,Upright,China,580.0,Refrigerator,N/A,N/A,2.0,1430.0,No,Labelling and MEPS,EUF246W,,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.51906370915078,-,0.0,384.014,"Australia,Fiji,New Zealand",128851,Superseded,246.0,550.0,2025-05-14,2021-08-15,Class 2,Available,http://www.homa.cn/,,308.0,0.309,246.0,2,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1982
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Euromaid,328,183.0,167.0,Freezer,Upright,China,580.0,Freezer,N/A,N/A,6U,1430.0,No,Labelling and MEPS,EUFR183W,,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.51246347607602,-,0.0,391.8176,"Australia,Fiji,New Zealand",128854,Superseded,183.0,550.0,2025-05-14,2021-08-15,Class 9,Available,http://www.homa.cn/,,299.0,0.317,292.8,6U,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1984
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Euromaid,295,"62.0,25.0","60.0,25.0","Fresh Food,Freezer",Upright,China,850.0,Refrigerator/Freezer,N/A,N/A,4.0,500.0,No,Labelling and MEPS,ETM87W,,AS/NZS 4474.1:2007/Amdt 2:2011,1.5,1.60009093311726,-,0.0,330.802,"Australia,Fiji,New Zealand",128865,Superseded,87.0,470.0,2025-05-19,2021-08-15,Class 4,Available,http://www.homa.cn/,,295.0,0.351,102.0,4,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,ARF1989
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Euromaid,305,"155.0,66.0","144.0,53.0","Fresh Food,Freezer",Upright,China,595.0,Refrigerator/Freezer,N/A,N/A,5T,1417.0,No,Labelling and MEPS,ETM221W,,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.00988195596645,-,0.0,434.0704,"Australia,Fiji,New Zealand",128876,Superseded,221.0,545.0,2025-05-18,2021-08-15,Class 5,Available,http://www.homa.cn/,,334.0,0.384,260.6,5T,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF1987
N/A,New requirements (Household Refrigerating Appliances) 2019,ACQUA,225,200.0,N/A,Freezer,Chest,China,802.0,Freezer,N/A,N/A,6C,854.0,-,Labelling and MEPS,GY-NE20CF,,AS/NZS  IEC  62552.3:2018,3.5,3.65493,N/A,N/A,338.449,New Zealand,128939,Approved,200.0,559.0,2120-05-25,,Class 8,Available,http://www.jalmacsales.com/,,182.2,0.4375,357.14,6C,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ZRF0679
N/A,New requirements (Household Refrigerating Appliances) 2019,ACQUA,228,155.0,N/A,Freezer,Upright,China,614.0,Freezer,N/A,N/A,7,1434.0,-,Labelling and MEPS,GY-NE155FR,,AS/NZS  IEC  62552.3:2018,3.0,3.0148,N/A,N/A,406.506,New Zealand,128940,Approved,155.0,550.0,2120-06-05,,Class 10,Available,http://www.jalmacsales.com/,,296.9,0.396,276.784,7,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ZRF0682
N/A,New requirements (Household Refrigerating Appliances) 2019,ACQUA,175,242.0,N/A,Fresh Food,Upright,China,548.0,Refrigerator,N/A,N/A,1,1434.0,-,Labelling and MEPS,GY-NE242RF,,AS/NZS  IEC  62552.3:2018,3.0,3.02582,N/A,N/A,285.051,New Zealand,128942,Approved,242.0,550.0,2120-05-20,,Class 1,Available,http://www.jalmacsales.com/,,219.3,0.2717,242.0,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ZRF0677
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Sub-Zero,489,"276.0,524.0",N/A,"Freezer,Fresh Food",Side by Side,United States of America,610.0,Refrigerator/Freezer,N/A,N/A,5S,2134.0,No,Labelling and MEPS,ICBBI-48S/O,ICBBI-48S Series,IEC  62552-3:2015,4.0,4.39717,N/A,N/A,763.368,"Australia,Fiji,New Zealand",128980,Approved,800.0,1219.0,2026-08-15,,Class 7,Available,https://au.subzero-wolf.com,http://www.subzero.com,327.4,0.3304,1016.853,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1986
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Sub-Zero,489,"276.0,524.0",N/A,"Freezer,Fresh Food",Side by Side,United States of America,610.0,Refrigerator/Freezer,N/A,N/A,5S,2134.0,No,Labelling and MEPS,ICBBI-48S Series,ICBBI-48S Series,IEC  62552-3:2015,4.0,4.39717,N/A,N/A,763.368,"Australia,Fiji,New Zealand",128980,Approved,800.0,1219.0,2026-08-15,,Class 7,Available,https://au.subzero-wolf.com,http://www.subzero.com,327.4,0.3304,1016.853,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1986
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Sub-Zero,489,"276.0,524.0",N/A,"Freezer,Fresh Food",Side by Side,United States of America,610.0,Refrigerator/Freezer,N/A,N/A,5S,2134.0,No,Labelling and MEPS,ICBBI-48S/S/PH,ICBBI-48S Series,IEC  62552-3:2015,4.0,4.39717,N/A,N/A,763.368,"Australia,Fiji,New Zealand",128980,Approved,800.0,1219.0,2026-08-15,,Class 7,Available,https://au.subzero-wolf.com,http://www.subzero.com,327.4,0.3304,1016.853,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1986
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Sub-Zero,489,"276.0,524.0",N/A,"Freezer,Fresh Food",Side by Side,United States of America,610.0,Refrigerator/Freezer,N/A,N/A,5S,2134.0,No,Labelling and MEPS,ICBBI-48S/S/TH,ICBBI-48S Series,IEC  62552-3:2015,4.0,4.39717,N/A,N/A,763.368,"Australia,Fiji,New Zealand",128980,Approved,800.0,1219.0,2026-08-15,,Class 7,Available,https://au.subzero-wolf.com,http://www.subzero.com,327.4,0.3304,1016.853,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1986
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Sub-Zero,537,"521.0,278.0",N/A,"Fresh Food,Freezer",Side by Side,United States of America,610.0,Refrigerator/Freezer,N/A,N/A,5S,2134.0,No,Labelling and MEPS,ICBBI-48SID/O,ICBBI-48SID Series,IEC  62552-3:2015,3.5,3.92937,N/A,N/A,763.557,"Australia,Fiji,New Zealand",128981,Approved,799.0,1219.0,2026-08-15,,Class 7,Available,http://www.subzero.com,http://www.subzero.com,327.4,0.3304,1017.425,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF2026
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Sub-Zero,537,"521.0,278.0",N/A,"Fresh Food,Freezer",Side by Side,United States of America,610.0,Refrigerator/Freezer,N/A,N/A,5S,2134.0,No,Labelling and MEPS,ICBBI-48SID Series,ICBBI-48SID Series,IEC  62552-3:2015,3.5,3.92937,N/A,N/A,763.557,"Australia,Fiji,New Zealand",128981,Approved,799.0,1219.0,2026-08-15,,Class 7,Available,http://www.subzero.com,http://www.subzero.com,327.4,0.3304,1017.425,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF2026
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Sub-Zero,537,"521.0,278.0",N/A,"Fresh Food,Freezer",Side by Side,United States of America,610.0,Refrigerator/Freezer,N/A,N/A,5S,2134.0,No,Labelling and MEPS,ICBBI-48SID/S/PH,ICBBI-48SID Series,IEC  62552-3:2015,3.5,3.92937,N/A,N/A,763.557,"Australia,Fiji,New Zealand",128981,Approved,799.0,1219.0,2026-08-15,,Class 7,Available,http://www.subzero.com,http://www.subzero.com,327.4,0.3304,1017.425,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF2026
N/A,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Sub-Zero,537,"521.0,278.0",N/A,"Fresh Food,Freezer",Side by Side,United States of America,610.0,Refrigerator/Freezer,N/A,N/A,5S,2134.0,No,Labelling and MEPS,ICBBI-48SID/S/TH,ICBBI-48SID Series,IEC  62552-3:2015,3.5,3.92937,N/A,N/A,763.557,"Australia,Fiji,New Zealand",128981,Approved,799.0,1219.0,2026-08-15,,Class 7,Available,http://www.subzero.com,http://www.subzero.com,327.4,0.3304,1017.425,5S,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,ARF2026
Yes,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,LG,293,"123.0,212.0","104.0,202.0","Freezer,Fresh Food",Upright,China,677.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,No,Labelling and MEPS,GB-335,GB-335,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.01629360124288,-,0.0,625.96968,"Australia,New Zealand",129000,Approved,335.0,595.0,2025-05-18,,Class 6,Available,,,440.0,0.382,408.8,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1988
Yes,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,LG,293,"123.0,212.0","104.0,202.0","Freezer,Fresh Food",Upright,China,677.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,No,Labelling and MEPS,GB-335MBL,GB-335,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.01629360124288,-,0.0,625.96968,"Australia,New Zealand",129000,Approved,335.0,595.0,2025-05-18,,Class 6,Available,,,440.0,0.382,408.8,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1988
Yes,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,LG,293,"123.0,212.0","104.0,202.0","Freezer,Fresh Food",Upright,China,677.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,No,Labelling and MEPS,GB-335PL,GB-335,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.01629360124288,-,0.0,625.96968,"Australia,New Zealand",129000,Approved,335.0,595.0,2025-05-18,,Class 6,Available,,,440.0,0.382,408.8,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1988
Yes,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,LG,293,"123.0,212.0","104.0,202.0","Freezer,Fresh Food",Upright,China,677.0,Refrigerator/Freezer,N/A,N/A,5B,1720.0,No,Labelling and MEPS,GB-335WL,GB-335,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.01629360124288,-,0.0,625.96968,"Australia,New Zealand",129000,Approved,335.0,595.0,2025-05-18,,Class 6,Available,,,440.0,0.382,408.8,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF1988
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Nordic,209,92.0,84.0,Freezer,Upright,China,540.0,Freezer,N/A,N/A,6U,860.0,No,Labelling and MEPS,FR-92N,,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.10801546435944,-,0.0,345.6624,Australia,129017,Approved,92.0,501.0,2025-07-09,,Class 9,Unavailable,,,299.0,0.317,147.2,6U,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF2054
Yes,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Gorenje,382,"203.0,75.0","200.0,60.0","Fresh Food,Freezer",Upright,Slovenia,545.0,Refrigerator/Freezer,N/A,N/A,5B,1775.0,No,Labelling and MEPS,NRKI5182PW,,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.54683847500658,-,0.0,591.5553,"Australia,Fiji,New Zealand",129018,Approved,278.0,540.0,2025-05-19,,Class 6,Unavailable,http://www.gorenje.si/,,440.0,0.382,323.0,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1990
Yes,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,Gorenje,463,"203.0,75.0","200.0,60.0","Fresh Food,Freezer",Upright,Slovenia,545.0,Refrigerator/Freezer,N/A,N/A,5B,1775.0,No,Labelling and MEPS,NRKI5181LW,,AS/NZS 4474.1:2007/Amdt 2:2011,1.5,1.81106046714641,-,0.0,591.5553,"Australia,Fiji,New Zealand",129028,Superseded,278.0,540.0,2025-05-19,2021-08-15,Class 6,Unavailable,http://www.gorenje.si/,,440.0,0.382,323.0,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,ARF1991
Yes,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,LG,580,"310.0,250.0,10.0","279.0,142.0,3.0","Fresh Food,Freezer,Ice making",Upright,China,734.0,Refrigerator/Freezer,N/A,N/A,5B,1787.0,Yes,Labelling and MEPS,GF-L570MBNL,GF-L570*NL,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.5686263656163,"2,2",283.01,1162.6042,"Australia,New Zealand",129037,Superseded,570.0,835.0,2025-05-25,2021-08-15,Class 6,Available,,,440.0,0.382,722.0,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1994
Yes,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,LG,580,"310.0,250.0,10.0","279.0,142.0,3.0","Fresh Food,Freezer,Ice making",Upright,China,734.0,Refrigerator/Freezer,N/A,N/A,5B,1787.0,Yes,Labelling and MEPS,GF-L570*NL,GF-L570*NL,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.5686263656163,"2,2",283.01,1162.6042,"Australia,New Zealand",129037,Superseded,570.0,835.0,2025-05-25,2021-08-15,Class 6,Available,,,440.0,0.382,722.0,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1994
Yes,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2012,LG,580,"310.0,250.0,10.0","279.0,142.0,3.0","Fresh Food,Freezer,Ice making",Upright,China,734.0,Refrigerator/Freezer,N/A,N/A,5B,1787.0,Yes,Labelling and MEPS,GF-L570PNL,GF-L570*NL,AS/NZS 4474.1:2007/Amdt 2:2011,2.5,2.5686263656163,"2,2",283.01,1162.6042,"Australia,New Zealand",129037,Superseded,570.0,835.0,2025-05-25,2021-08-15,Class 6,Available,,,440.0,0.382,722.0,5B,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,ARF1994
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Palsonic,149,268.0,227.0,Fresh Food,Upright,China,632.0,Refrigerator,N/A,N/A,1.0,1722.0,No,Labelling and MEPS,PS268SFZR,PW / PS,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.47380599927215,-,0.0,391.408,Australia,129043,Approved,268.0,595.0,2025-05-29,,Class 1,Unavailable,,,296.0,0.356,268.0,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF2007
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Palsonic,149,268.0,227.0,Fresh Food,Upright,China,632.0,Refrigerator,N/A,N/A,1.0,1722.0,No,Labelling and MEPS,PW268SFZR,PW / PS,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.47380599927215,-,0.0,391.408,Australia,129043,Approved,268.0,595.0,2025-05-29,,Class 1,Unavailable,,,296.0,0.356,268.0,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF2007
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Palsonic,149,268.0,227.0,Fresh Food,Upright,China,632.0,Refrigerator,N/A,N/A,1.0,1722.0,No,Labelling and MEPS,PW / PS,PW / PS,AS/NZS 4474.1:2007/Amdt 2:2011,4.0,4.47380599927215,-,0.0,391.408,Australia,129043,Approved,268.0,595.0,2025-05-29,,Class 1,Unavailable,,,296.0,0.356,268.0,1,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,ARF2007
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Palsonic,340,268.0,227.0,Freezer,Upright,China,632.0,Freezer,N/A,N/A,7.0,1722.0,No,Labelling and MEPS,PS268SFZR,PW ? PS,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.07747618544579,-,0.0,603.4032,Australia,129050,Approved,268.0,595.0,2025-06-01,,Class 10,Unavailable,,,383.0,0.514,428.8,7,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF2009
No,Greenhouse and Energy Minimum Standards (Household Refrigerating Appliances) Determination 2019,Palsonic,340,268.0,227.0,Freezer,Upright,China,632.0,Freezer,N/A,N/A,7.0,1722.0,No,Labelling and MEPS,PW268SFZR,PW ? PS,AS/NZS 4474.1:2007/Amdt 2:2011,3.0,3.07747618544579,-,0.0,603.4032,Australia,129050,Approved,268.0,595.0,2025-06-01,,Class 10,Unavailable,,,383.0,0.514,428.8,7,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,ARF2009
